商品名称,价格,简介
创维28U1,1549.00元,商品编号:100007012827;商品毛重:9.1kg;商品产地:中国大陆;屏幕尺寸:28-30英寸;HDR:HDR10;分辨率:3840*2160dpi;屏幕刷新率:60Hz;售后服务:3年上门，3年质保;面板:IPS技术;接口:Type-C，DP，HDMI，USB扩展/充电，音频/耳机输出;特性:旋转升降底座，FreeSync;屏幕比例:16:9;
华硕VG27AQL1A,2499.00元,商品编号:100007282775;商品毛重:9.12kg;商品产地:中国大陆;屏幕尺寸:27英寸;HDR:HDR400;分辨率:2560*1440dpi;响应时间:1ms;屏幕刷新率:170Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，USB扩展/充电，音频/耳机输出;特性:旋转升降底座，G-Sync;屏幕比例:16:9;
泰坦军团C35SQ PLUS,2199.00元,商品编号:100007716523;商品毛重:10.0kg;商品产地:中国大陆;货号:V3G6R-H;屏幕尺寸:34-35英寸;HDR:HDR400;分辨率:3440*1440dpi;对比度:3000:1;类型:曲面屏;响应时间:1ms;屏幕刷新率:175-180Hz;售后服务:3年质保;面板:VA;屏幕比例:21:9;接口:DP，HDMI，音频/耳机输出;曲率:1800R;
AOC 23.8英寸 显示器窄边框75hz家用办公台式电脑液晶显示屏HDMI接口可壁挂 24B2XH(IPS),899.00元,商品编号:20055503244;店铺: 武极电脑DIY旗舰店;商品毛重:4.0kg;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;特性:可壁挂;接口:HDMI，VGA;
剑齿虎（Sabretooth）GAME—F7,1399.00元,商品编号:10030898343826;店铺: 剑齿虎显示器旗舰店;商品毛重:7.5kg;商品产地:中国大陆;屏幕尺寸:27英寸;分辨率:2560*1440dpi;对比度:1000:1;响应时间:2ms-4ms;屏幕刷新率:165Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，USB扩展/充电，音频/耳机输出;屏幕比例:16:9;
华为（HUAWEI）HUAWEI AD80HW,999.00元,商品编号:10031173272764;店铺: 华为肆玖专卖店;商品毛重:5.525kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;响应时间:5ms;屏幕刷新率:75Hz;售后服务:1年质保;面板:IPS技术;接口:HDMI，VGA;特性:节能认证;屏幕比例:16:9;
ROGXG279Q绝杀,3999.00元,商品编号:65228185914;店铺: 玩家国度ROG官方旗舰店;商品毛重:7.6kg;货号:XG279Q绝杀;屏幕尺寸:27英寸;HDR:HDR400;分辨率:2560*1440dpi;响应时间:1ms;屏幕刷新率:其他;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，USB扩展/充电，音频/耳机输出;特性:可壁挂，内置音箱，旋转升降底座，G-Sync;屏幕比例:16:9;
BOECG24H0,999.00元,商品编号:100019447350;商品毛重:3.9kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;屏幕刷新率:144Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，VGA，音频/耳机输出;
松人 R315 32英寸曲面电脑显示器 75hz HDMI高清 电竞游戏办公家用液晶台式屏幕 【32英寸 75hz 】曲面-磨砂黑,898.00元,商品编号:28484630063;店铺: 松人数码旗舰店;商品毛重:10.0kg;屏幕尺寸:31.5-32英寸;屏幕刷新率:75Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:VA;屏幕比例:16:9;接口:HDMI，VGA;
飞利浦（PHILIPS ）241V8/93,929.00元,商品编号:69237611397;商品毛重:4.31kg;商品产地:中国大陆;货号:241V8/93;屏幕尺寸:23.5-24英寸;屏幕刷新率:75Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证，FreeSync，可壁挂;接口:HDMI，VGA，音频/耳机输出;
鼎创视界DS-JS1500,1299.00元,商品编号:100013820257;商品毛重:2.0kg;商品产地:中国大陆;屏幕尺寸:21.5英寸及以下;分辨率:1920*1080dpi;类型:商用大屏显示器;响应时间:0.5ms;屏幕刷新率:其他;售后服务:3年质保;面板:其他;接口:HDMI，VGA，USB扩展/充电，音频/耳机输出，其他;特性:可壁挂，节能认证;屏幕比例:16:9;
戴尔（DELL）P2421D,2099.00元,商品编号:20961798761;店铺: 戴尔君诚联合专卖店;商品毛重:8.0kg;商品产地:中国大陆;货号:P2421D/P2421DC;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:2560*1440dpi;售后服务:3年上门，3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证，旋转升降底座，TUV爱眼认证，四边微边框;接口:DP，HDMI，USB扩展/充电，其他;
AOCC27G2Z,1699.00元,商品编号:11334442865;店铺: 武极电脑DIY旗舰店;商品毛重:10.0kg;商品产地:中国大陆;货号:XJWLLxsqC27G2Z;屏幕尺寸:27英寸;屏幕刷新率:240Hz及以上;分辨率:1920*1080dpi;售后服务:3年质保;面板:VA;屏幕比例:16:9;接口:DP，HDMI，音频/耳机输出;
飞利浦（PHILIPS ）342E2E,1799.00元,商品编号:71446239836;商品毛重:10.22kg;商品产地:中国大陆;货号:342E2E;屏幕尺寸:34-35英寸;分辨率:2560*1080dpi;对比度:1000:1;响应时间:2ms-4ms;屏幕刷新率:75Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，音频/耳机输出;特性:节能认证，FreeSync;屏幕比例:21:9;
BOECA27D0,1399.00元,商品编号:100007644505;商品毛重:6.42kg;商品产地:中国大陆;屏幕尺寸:27英寸;屏幕刷新率:75Hz;分辨率:2560*1440dpi;售后服务:3年上门，3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证;接口:Type-C，DP，HDMI，USB扩展/充电，音频/耳机输出;
明基GW2480,1099.00元,商品编号:4497211;商品毛重:5.15kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证;接口:DP，HDMI，VGA，其他;
HKCV271M,929.00元,商品编号:61520420372;店铺: 武极电脑DIY旗舰店;商品毛重:8.16kg;商品产地:中国大陆;货号:XJWLLXSQV271M;屏幕尺寸:27英寸;屏幕刷新率:60Hz;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;接口:HDMI，VGA;
雷神F23H144F,999.00元,商品编号:100011002482;商品毛重:4.61kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:1ms;屏幕刷新率:144Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，其他;屏幕比例:16:9;曲率:1500R;
雕塑家MF16LA,1899.00元,商品编号:100014916935;商品毛重:0.95kg;商品产地:中国大陆;屏幕尺寸:21.5英寸及以下;分辨率:1920*1080dpi;类型:便携显示器;响应时间:5ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:IPS技术;接口:Type-C，HDMI，音频/耳机输出;特性:无线投屏，FreeSync;屏幕比例:16:9;
联合创新N1U,1899.00元,商品编号:100012929090;商品毛重:2.25kg;商品产地:中国大陆;屏幕尺寸:21.5英寸及以下;分辨率:3840*2160dpi;对比度:1000:1;类型:便携显示器;响应时间:5ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:IPS技术;接口:Type-C，HDMI，音频/耳机输出;特性:节能认证;屏幕比例:16:9;
三星（SAMSUNG）S24R350FHC,949.00元,商品编号:54775312814;店铺: 灵竞DIY旗舰店;商品毛重:4.8kg;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:75Hz;售后服务:1年质保;面板:IPS技术;接口:HDMI，VGA;特性:可壁挂，节能认证，FreeSync;屏幕比例:16:9;
长城WESCOM显示器 27英寸4K/2K 144Hz电脑曲面屏粉色24电竞165设计32升降IPS 【粉色】长城27英寸 75Hz曲面屏-赠礼盒级包装,1199.00元,商品编号:10027386581565;店铺: 航向者组装电脑旗舰店;商品毛重:5.0kg;货号:HX061;屏幕尺寸:27英寸;屏幕刷新率:75Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:VA;响应时间:2ms-4ms;屏幕比例:16:9;接口:HDMI，VGA;
康佳KKTV 电脑显示器高清电竞游戏144Hz家用办公吃鸡护眼HDMI液晶IPS4监控显示屏幕台式 24英寸IPS-升降摄像头-麦克风,859.00元,商品编号:10029676009375;店铺: KKTV新森专卖店;商品毛重:4.0kg;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:IPS技术;屏幕比例:16:9;接口:DP，HDMI，VGA，USB扩展/充电，音频/耳机输出;
华硕（ASUS）VG27AQ,2199.00元,商品编号:64867888130;店铺: 华硕电脑配件专卖店;商品毛重:8.02kg;屏幕尺寸:27英寸;HDR:HDR10;分辨率:2560*1440dpi;对比度:1000:1;响应时间:1ms;屏幕刷新率:165Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，音频/耳机输出;屏幕比例:16:9;
戴尔（DELL）P2419H,1449.00元,商品编号:10471495072;店铺: 中飞显示设备专营店;商品毛重:7.36kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:3年上门，3年质保;面板:IPS技术;接口:DP，HDMI，VGA，USB扩展/充电;特性:节能认证，旋转升降底座，TUV爱眼认证，四边微边框;屏幕比例:16:9;
三星（SAMSUNG）U28R550UQC 28英寸4K显示器 低蓝光不闪屏 设计绘图电脑液晶显示屏,2099.00元,商品编号:10430202228;店铺: 灵竞DIY旗舰店;商品毛重:10.0kg;商品产地:中国大陆;屏幕尺寸:28-30英寸;HDR:HDR10;分辨率:3840*2160dpi;对比度:1000:1;响应时间:2ms-4ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:IPS技术;接口:DP，HDMI，音频/耳机输出;特性:可壁挂，FreeSync;屏幕比例:16:9;
夏新（Amoi）24电脑显示器高清4K家用2K办公电竞游戏144H超薄液晶监控27曲面屏幕IPS 20英寸监控电视显示屏直面高刷新率,348.00元,商品编号:10025619181539;店铺: 德庆电脑办公专营店;商品毛重:10.0kg;屏幕尺寸:21.5英寸及以下;屏幕刷新率:其他;分辨率:其他;售后服务:3年质保;面板:其他;接口:HDMI，VGA;
AOCCQ32G2E,1999.00元,商品编号:100006353853;商品毛重:10.55kg;商品产地:中国大陆;屏幕尺寸:31.5-32英寸;分辨率:2560*1440dpi;响应时间:1ms;屏幕刷新率:144Hz;面板:VA;售后服务:3年质保;屏幕比例:16:9;接口:DP，HDMI，音频/耳机输出;特性:FreeSync，可壁挂;曲率:1500R;
【二手9成新】17寸/19寸/19.5寸/20寸/22寸/24寸/联想戴尔三星液晶显示器二手显示器 19寸 联想宽屏,229.00元,商品编号:10026338916099;店铺: 睿翔嘉鑫二手电脑专营店;商品毛重:8.0kg;商品产地:中国大陆;
KOIOSK2720UD,1049.00元,商品编号:70901310850;店铺: KOIOS显示器旗舰店;商品毛重:7.0kg;商品产地:中国大陆;屏幕尺寸:27英寸;分辨率:3840*2160dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:IPS技术;接口:DP，HDMI，音频/耳机输出;屏幕比例:16:9;
戴尔（DELL）U2422HX,1699.00元,商品编号:10029328712365;店铺: 戴尔直营显示器旗舰店;商品毛重:7.82kg;货号:U2422HX;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:3年上门，3年质保;面板:IPS技术;接口:Type-C，DP，HDMI，USB扩展/充电，音频/耳机输出;屏幕比例:16:9;
AOCCQ27G2,1899.00元,商品编号:58770820815;店铺: 武极电脑DIY旗舰店;商品毛重:2.0kg;货号:XJWLLCQ27G2;屏幕尺寸:27英寸;分辨率:2560*1440dpi;响应时间:1ms;屏幕刷新率:144Hz;面板:VA;售后服务:3年质保;屏幕比例:16:9;接口:DP，HDMI，音频/耳机输出;特性:旋转升降底座，FreeSync;曲率:1500R;
戴尔（DELL）P2421,1699.00元,商品编号:10296282889;店铺: 中飞显示设备专营店;商品毛重:8.3kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:1920*1200dpi;售后服务:3年上门，3年质保;面板:IPS技术;屏幕比例:16:10;特性:节能认证，旋转升降底座，TUV爱眼认证，四边微边框;接口:DP，HDMI，DVI，VGA，USB扩展/充电;
三星（SAMSUNG）C27R500FHC,1199.00元,商品编号:10030656887367;店铺: 三星显示器旗舰店;商品毛重:6.5kg;商品产地:中国大陆;货号:C27R500FHC;屏幕尺寸:27英寸;HDR:HDR10;分辨率:1920*1080dpi;对比度:3000:1;类型:曲面屏;响应时间:2ms-4ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:VA;接口:HDMI，VGA，音频/耳机输出;屏幕比例:16:9;曲率:1800R;
康佳KKTV 电脑显示器高清电竞144Hz游戏家用办公吃鸡护眼HDMI液晶IPS4监控显示屏幕台式 24英寸曲面黑红【微边框-144Hz】,799.00元,商品编号:10024201018685;店铺: KKTV新森专卖店;商品毛重:4.0kg;屏幕尺寸:23.5-24英寸;屏幕刷新率:144Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:VA;屏幕比例:16:9;接口:DP，HDMI;
微星G27CQ4,1599.00元,商品编号:100015376818;商品毛重:6.75kg;商品产地:中国;屏幕尺寸:27英寸;分辨率:2560*1440dpi;对比度:1000:1;响应时间:1ms;屏幕刷新率:165Hz;面板:VA;售后服务:3年上门，3年质保;屏幕比例:16:9;接口:DP，HDMI，音频/耳机输出，其他;特性:FreeSync;曲率:1500R;
雕塑家MU156LA,1499.00元,商品编号:100009595492;商品毛重:1.95kg;商品产地:中国大陆;屏幕尺寸:21.5英寸及以下;HDR:HDR10;分辨率:1920*1080dpi;对比度:800:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:IPS技术;接口:Type-C，HDMI，音频/耳机输出;特性:内置音箱;屏幕比例:16:9;
长城WESCOM显示器 27英寸4K/2K 144Hz电脑曲面屏粉色24电竞165设计32升降IPS 长城27英寸 165Hz 电竞曲面屏,1099.00元,商品编号:10027381729824;店铺: 航向者组装电脑旗舰店;商品毛重:5.0kg;货号:HX061;屏幕尺寸:27英寸;屏幕刷新率:165Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:VA;响应时间:2ms-4ms;屏幕比例:16:9;接口:DP，HDMI，音频/耳机输出;
飞利浦（PHILIPS ）271E1SCW,1199.00元,商品编号:44613715367;店铺: 飞利浦显示器旗舰店;商品毛重:6.47kg;商品产地:中国大陆;货号:271E1SCW;屏幕尺寸:27英寸;分辨率:1920*1080dpi;响应时间:2ms-4ms;屏幕刷新率:75Hz;售后服务:3年质保;面板:VA;接口:HDMI，VGA，音频/耳机输出;屏幕比例:16:9;曲率:1500R;
SANCN500,739.00元,商品编号:10037747249435;商品毛重:4.3kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:75Hz;售后服务:3年质保;面板:IPS技术;接口:HDMI，VGA，音频/耳机输出;屏幕比例:16:9;
外星人（alienware）AW3821DW,15499.00元,商品编号:10023008077672;店铺: 外星人官方旗舰店;商品毛重:9.0kg;货号:AW3821DW;屏幕尺寸:37-38英寸;屏幕刷新率:144Hz;分辨率:其他;售后服务:5年质保;面板:IPS技术;响应时间:1ms;屏幕比例:21:9;接口:HDMI;
戴尔（DELL）P2719H,1569.00元,商品编号:10021183558869;商品毛重:8.66kg;屏幕尺寸:27英寸;屏幕刷新率:其他;分辨率:1920*1080dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;接口:DP，HDMI;
LG32UN650-W/32UL750-W,3229.00元,商品编号:71571380021;店铺: LG显示器品牌旗舰店;商品毛重:7.3kg;商品产地:中国大陆;货号:32UN650-W/32UL750-W;屏幕尺寸:31.5-32英寸;HDR:HDR10;分辨率:3840*2160dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，音频/耳机输出;特性:升降台，可壁挂，内置音箱，旋转升降底座，FreeSync;屏幕比例:16:9;
JAV 教学一体机 多媒体幼儿园培训学校教育触屏电视 触控手写触摸屏 55英寸 触控一体机  新锐版 支持随页批注 Windows i5 4G 128G固态硬盘,4499.00元,商品编号:70645101233;店铺: JAV旗舰店;商品毛重:46.0kg;屏幕尺寸:50英寸及以上;屏幕刷新率:其他;分辨率:1920*1080dpi;售后服务:1年质保;面板:其他;屏幕比例:16:9;接口:HDMI，VGA，USB扩展/充电，其他;
夏新（Amoi）24英寸显示器家用办公HDMI高清护眼台式电脑显示屏幕 24英寸曲面75Hz全面屏白,629.00元,商品编号:63579431193;店铺: 夏新电脑显示器旗舰店;商品毛重:4.0kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;屏幕刷新率:75Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:VA;屏幕比例:16:9;接口:HDMI，VGA;
戴尔（DELL）p2419h,1469.00元,商品编号:29919078534;店铺: 戴尔君诚联合专卖店;商品毛重:7.1kg;商品产地:中国大陆;货号: P2419H;屏幕尺寸:23.5-24英寸;屏幕刷新率:60Hz;分辨率:1920*1080dpi;售后服务:3年上门，3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证，旋转升降底座，TUV爱眼认证，四边微边框;接口:DP，HDMI，VGA，USB扩展/充电;
KKTVkktv,899.00元,商品编号:10040803021042;店铺: KKTV显示器旗舰店;商品毛重:3.0kg;屏幕尺寸:31.5-32英寸;屏幕刷新率:75Hz;分辨率:1920*1080dpi;售后服务:1年质保;面板:VA;接口:HDMI，VGA;
优派VX3276-2K-HD-3,1399.00元,商品编号:100013079764;商品毛重:7.75kg;商品产地:中国大陆;货号:VX3276-2K-HD-3;屏幕尺寸:31.5-32英寸;屏幕刷新率:75Hz;分辨率:2560*1440dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;特性:节能认证，可壁挂;接口:DP，HDMI，音频/耳机输出;
泰坦军团N27SH,1299.00元,商品编号:100019172122;商品毛重:8.3kg;商品产地:中国大陆;货号:N27SH;屏幕尺寸:27英寸;分辨率:1920*1080dpi;对比度:3000:1;类型:曲面屏;响应时间:1ms;屏幕刷新率:240Hz及以上;面板:VA;售后服务:3年质保;接口:DP，HDMI，音频/耳机输出;屏幕比例:16:9;特性:旋转升降底座;曲率:1500R;
夏新（Amoi）22曲面电脑24显示器2K超薄高清护眼144HZ家用办公游戏液晶监控显示屏幕 20英寸黑色直面款,349.00元,商品编号:65559228874;店铺: 夏新电脑显示器旗舰店;商品毛重:4.0kg;屏幕尺寸:21.5英寸及以下;分辨率:其他;响应时间:2ms-4ms;屏幕刷新率:60Hz;售后服务:1年质保;面板:TN;接口:VGA;特性:可壁挂;屏幕比例:16:10;
联合创新27C1U,1699.00元,商品编号:100014453189;商品毛重:9.15kg;商品产地:中国大陆;货号:27C1U;屏幕尺寸:27英寸;HDR:HDR400;分辨率:3840*2160dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:3年质保;面板:IPS技术;接口:Type-C，DP，HDMI，USB扩展/充电，音频/耳机输出;屏幕比例:16:9;
BOECA32D0,1499.00元,商品编号:100015790287;商品毛重:8.93kg;商品产地:中国大陆;屏幕尺寸:31.5-32英寸;屏幕刷新率:75Hz;分辨率:2560*1440dpi;售后服务:3年质保;面板:IPS技术;屏幕比例:16:9;接口:DP，HDMI;
戴尔（DELL）E2216HV,839.00元,商品编号:1726499015;店铺: 戴尔地升专卖店;商品毛重:6.0kg;接口:VGA;面板:TN;售后服务:3年上门，3年质保;
微星Optix MAG343CQR,2499.00元,商品编号:100028138222;商品毛重:11.04kg;商品产地:中国;屏幕尺寸:34-35英寸;HDR:HDR400;分辨率:3440*1440dpi;对比度:3000:1;类型:曲面屏;响应时间:1ms;屏幕刷新率:144Hz;接口:DP，HDMI，音频/耳机输出;售后服务:3年上门，3年质保;屏幕比例:21:9;面板:VA;特性:旋转升降底座;曲率:1200R;
戴尔E2422HN,999.00元,商品编号:100025323730;商品毛重:5.08kg;商品产地:中国大陆;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:5ms;屏幕刷新率:60Hz;售后服务:3年质保;面板:IPS技术;接口:HDMI，VGA;屏幕比例:16:9;
SANCM2733QP,1989.00元,商品编号:67836421373;店铺: SANC显示器旗舰店;商品毛重:7.5kg;商品产地:中国大陆;货号:M2733QP;屏幕尺寸:27英寸;分辨率:2560*1440dpi;对比度:1000:1;响应时间:1ms;屏幕刷新率:175-180Hz;售后服务:3年质保;面板:IPS技术;接口:DP，HDMI，USB扩展/充电，音频/耳机输出;特性:旋转升降底座，FreeSync;屏幕比例:16:9;
康佳KKTV 电脑显示器高清电竞144Hz游戏家用办公吃鸡护眼HDMI液晶IPS4监控显示屏幕台式 18.5英寸平面黑色【窄边框-60Hz】,429.00元,商品编号:70602939614;店铺: KKTV新森专卖店;商品毛重:4.0kg;屏幕尺寸:21.5英寸及以下;屏幕刷新率:60Hz;分辨率:其他;售后服务:1年质保;面板:其他;屏幕比例:16:9;接口:VGA;
华硕（ASUS）XG258Q,2499.00元,商品编号:10028469599941;店铺: 华硕电脑配件专卖店;商品毛重:8.5kg;屏幕尺寸:23.5-24英寸;分辨率:1920*1080dpi;对比度:1000:1;响应时间:1ms;屏幕刷新率:240Hz及以上;售后服务:3年质保;面板:TN;接口:DP，HDMI，音频/耳机输出;屏幕比例:16:9;
